Person,Job Title,Fees,Contact Info,Address,Recommendation,Gender,Hospital,Email,Experience
Jacqueline Fields,General Surgeon,$993 ,71-780041,Tyre,7,Male,General Hospital,jacqueline.fields@gmail.com,13
Melanie Duncan,Orthopedic Surgeon,$641 ,76-966061,Byblos,1,Female,Notre Dame de Secours,melanie.duncan@gmail.com,1
Christian Myers,Vascular Surgeon,$981 ,81-986689,Baalbek,6,Male,Dar El Amal,christian.myers@gmail.com,19
Tiffany Simmons,Neurosurgeon,$322 ,71-844309,Beirut,0,Male,Najjar,tiffany.simmons@gmail.com,15
Gloria Klein,Oncologic Surgeon,$380 ,81-780549,Nabatieh,7,Female,Al Najda,gloria.klein@gmail.com,33
Samantha Sanchez,Pediatric Surgeon,$800 ,71-502581,Sidon,5,Female,General Hospital,samantha.sanchez@gmail.com,14
Kevin Wells,General Surgeon,$802 ,71-121922,Aley,0,Male,Mount Lebanon,kevin.wells@gmail.com,20
Kelly Booker,Cardiothoracic Surgeon,"$1,386 ",71-102377,Byblos,9,Female,Notre Dame de Secours,kelly.booker@gmail.com,20
Carol Gonzalez,Urologic Surgeon,$636 ,71-233567,Jounieh,10,Female,General Hospital,carol.gonzalez@gmail.com,33
Robert Perez,Orthopedic Surgeon,$427 ,71-568517,Nabatieh,5,Male,Hammoud Hospital,robert.perez@gmail.com,24
Laura Todd,Pediatric Surgeon,$670 ,71-562963,Zahle,10,Female,General Hospital,laura.todd@gmail.com,20
Angela Smith,General Surgeon,$796 ,81-641749,Zahle,6,Female,General Hospital,angela.smith@gmail.com,8
Destiny Clements,General Surgeon,"$1,217 ",76-738769,Tripoli,9,Female,General Hospital,destiny.clements@gmail.com,33
Shane Perez,Pediatric Surgeon,$649 ,81-423863,Byblos,1,Male,Notre Dame de Secours,shane.perez@gmail.com,15
Casey Robinson,Neurosurgeon,$500 ,76-462464,Byblos,2,Male,Notre Dame de Secours,casey.robinson@gmail.com,2
Debra Hall,Plastic Surgeon,$504 ,76-793973,Tyre,10,Male,General Hospital,debra.hall@gmail.com,27
Jennifer Hernandez,Plastic Surgeon,$471 ,76-185000,Tyre,10,Female,General Hospital,jennifer.hernandez@gmail.com,17
Victor Simpson,General Surgeon,"$1,245 ",76-563928,Nabatieh,1,Male,Al Najda,victor.simpson@gmail.com,17
Tara Gray,Cardiothoracic Surgeon,"$1,283 ",76-303834,Tripoli,10,Female,General Hospital,tara.gray@gmail.com,15
Robert Carter,Plastic Surgeon,$631 ,71-988677,Jounieh,6,Male,General Hospital,robert.carter@gmail.com,3
Allison Lane,Orthopedic Surgeon,$356 ,76-846806,Sidon,2,Female,General Hospital,allison.lane@gmail.com,13
Paul Baker,General Surgeon,"$1,411 ",76-713328,Byblos,9,Male,Saint Georges,paul.baker@gmail.com,23
Brian Davis,Neurosurgeon,"$1,284 ",71-576188,Aley,9,Male,Aley Medical Center,brian.davis@gmail.com,29
Rodney Robinson,Orthopedic Surgeon,$628 ,71-136477,Aley,5,Male,Mount Lebanon,rodney.robinson@gmail.com,16
Amy Martinez,Plastic Surgeon,"$1,195 ",76-589178,Tripoli,10,Female,General Hospital,amy.martinez@gmail.com,22
Jennifer Larson,Plastic Surgeon,$725 ,71-543115,Nabatieh,7,Female,Al Najda,jennifer.larson@gmail.com,2
Jeffrey Adams,Urologic Surgeon,"$1,071 ",71-331092,Jounieh,3,Male,General Hospital,jeffrey.adams@gmail.com,8
Christopher Hess,Neurosurgeon,$309 ,71-222162,Tyre,3,Male,General Hospital,christopher.hess@gmail.com,12
Andrea Hernandez,Neurosurgeon,"$1,420 ",76-381909,Tyre,5,Female,General Hospital,andrea.hernandez@gmail.com,20
Stephanie Larsen,Vascular Surgeon,$582 ,71-205050,Tyre,6,Female,General Hospital,stephanie.larsen@gmail.com,18
Jodi Garcia,Plastic Surgeon,"$1,385 ",71-471863,Zahle,5,Female,General Hospital,jodi.garcia@gmail.com,26
Michael Barnes,Neurosurgeon,"$1,192 ",71-490199,Jounieh,4,Male,General Hospital,michael.barnes@gmail.com,22
Michael Jacobs,Cardiothoracic Surgeon,$480 ,81-560619,Sidon,1,Male,General Hospital,michael.jacobs@gmail.com,25
Scott Lane,Urologic Surgeon,$609 ,81-381772,Byblos,8,Male,Saint Georges,scott.lane@gmail.com,32
Theresa Carey,Pediatric Surgeon,"$1,094 ",71-929606,Jounieh,1,Female,General Hospital,theresa.carey@gmail.com,4
Brenda Thompson,Neurosurgeon,"$1,098 ",76-976476,Zahle,10,Female,General Hospital,brenda.thompson@gmail.com,15
Amy Lawson,Cardiothoracic Surgeon,$904 ,81-987564,Baalbek,3,Female,Al Zahraa,amy.lawson@gmail.com,17
Amy Doyle,Urologic Surgeon,$660 ,71-224080,Nabatieh,7,Female,Al Najda,amy.doyle@gmail.com,26
Kelly Terry,Cardiothoracic Surgeon,"$1,268 ",81-514183,Aley,10,Male,Aley Medical Center,kelly.terry@gmail.com,5
Curtis Clark,Pediatric Surgeon,$977 ,76-823631,Zahle,4,Male,General Hospital,curtis.clark@gmail.com,33
Jose Rodriguez,Neurosurgeon,$785 ,81-606669,Baalbek,5,Male,Al Zahraa,jose.rodriguez@gmail.com,9
Phillip Odom,Urologic Surgeon,$327 ,71-619333,Aley,4,Male,Mount Lebanon,phillip.odom@gmail.com,15
Mary Burton,Pediatric Surgeon,"$1,003 ",76-741082,Jounieh,6,Female,General Hospital,mary.burton@gmail.com,5
Kathleen Pearson,Urologic Surgeon,$955 ,81-760033,Nabatieh,5,Female,Hammoud Hospital,kathleen.pearson@gmail.com,29
Todd Peters,Cardiothoracic Surgeon,$959 ,76-603858,Beirut,8,Male,Najjar,todd.peters@gmail.com,17
Lisa Collins,Vascular Surgeon,"$1,087 ",81-863481,Nabatieh,5,Female,Hammoud Hospital,lisa.collins@gmail.com,20
Blake Williams,Neurosurgeon,"$1,420 ",81-219487,Tyre,9,Male,General Hospital,blake.williams@gmail.com,7
Jeffrey Roman,Urologic Surgeon,"$1,380 ",76-181304,Beirut,10,Male,Rafic Hariri,jeffrey.roman@gmail.com,28
Danny Castillo,Oncologic Surgeon,"$1,146 ",76-322107,Aley,8,Male,Aley Medical Center,danny.castillo@gmail.com,22
Brittany Ellison,Orthopedic Surgeon,$805 ,81-732257,Tyre,7,Female,General Hospital,brittany.ellison@gmail.com,2
Loretta Giles,Oncologic Surgeon,$502 ,76-520820,Nabatieh,10,Female,Hammoud Hospital,loretta.giles@gmail.com,7
Jacqueline Moore,Orthopedic Surgeon,$615 ,76-753296,Sidon,9,Male,General Hospital,jacqueline.moore@gmail.com,29
Jennifer Cervantes,Orthopedic Surgeon,$561 ,81-670994,Zahle,3,Female,General Hospital,jennifer.cervantes@gmail.com,12
Matthew Petersen,Neurosurgeon,"$1,148 ",81-476127,Byblos,4,Male,Saint Georges,matthew.petersen@gmail.com,6
Cynthia Fisher,Pediatric Surgeon,$658 ,76-309011,Tripoli,8,Female,General Hospital,cynthia.fisher@gmail.com,6
Sara Hammond,Cardiothoracic Surgeon,"$1,365 ",76-912202,Jounieh,1,Female,General Hospital,sara.hammond@gmail.com,17
Melissa King,General Surgeon,"$1,399 ",76-225721,Tripoli,7,Female,General Hospital,melissa.king@gmail.com,14
Robert Reese,Urologic Surgeon,$408 ,81-349496,Jounieh,8,Male,General Hospital,robert.reese@gmail.com,33
Taylor Taylor,Plastic Surgeon,$933 ,71-805377,Tyre,3,Male,General Hospital,taylor.taylor@gmail.com,10
John Baldwin,Neurosurgeon,$667 ,71-368530,Jounieh,8,Male,General Hospital,john.baldwin@gmail.com,3
Alison Perkins,General Surgeon,"$1,251 ",76-573979,Sidon,9,Female,General Hospital,alison.perkins@gmail.com,18
John Berry,Plastic Surgeon,"$1,287 ",71-167573,Tripoli,3,Male,General Hospital,john.berry@gmail.com,35
Eric Rogers,Cardiothoracic Surgeon,$543 ,76-471443,Byblos,4,Male,Saint Georges,eric.rogers@gmail.com,8
Isaac Stark,General Surgeon,$858 ,81-782118,Beirut,7,Male,Najjar,isaac.stark@gmail.com,29
James Guzman,Orthopedic Surgeon,$663 ,81-102139,Tyre,4,Male,General Hospital,james.guzman@gmail.com,14
Joel Pearson,Neurosurgeon,$370 ,76-853359,Nabatieh,4,Male,Al Najda,joel.pearson@gmail.com,30
Frederick Morgan,General Surgeon,$671 ,76-132567,Aley,1,Male,Mount Lebanon,frederick.morgan@gmail.com,34
Joseph Brown,Oncologic Surgeon,"$1,118 ",76-539699,Zahle,3,Male,General Hospital,joseph.brown@gmail.com,13
Hayley Marshall,Plastic Surgeon,"$1,258 ",71-940036,Beirut,4,Male,CMC,hayley.marshall@gmail.com,25
Regina Horne,Urologic Surgeon,"$1,114 ",76-505860,Byblos,6,Female,Notre Dame de Secours,regina.horne@gmail.com,11
Laura Ortiz,General Surgeon,"$1,087 ",81-190900,Tyre,9,Female,General Hospital,laura.ortiz@gmail.com,16
Sherri Kelly,General Surgeon,"$1,317 ",81-517670,Nabatieh,6,Female,Hammoud Hospital,sherri.kelly@gmail.com,34
Lisa Carter,Plastic Surgeon,$884 ,71-152163,Tripoli,4,Female,General Hospital,lisa.carter@gmail.com,8
Stephanie Williams,Oncologic Surgeon,"$1,462 ",76-848954,Byblos,1,Female,Notre Dame de Secours,stephanie.williams@gmail.com,18
Marco Harris,Pediatric Surgeon,$429 ,81-108894,Nabatieh,9,Male,Hammoud Hospital,marco.harris@gmail.com,13
Nicholas Trujillo,Vascular Surgeon,"$1,097 ",71-157992,Tripoli,10,Male,General Hospital,nicholas.trujillo@gmail.com,18
Karla Crawford,Orthopedic Surgeon,$389 ,81-487918,Tripoli,7,Female,General Hospital,karla.crawford@gmail.com,21
Whitney Lopez,Urologic Surgeon,$718 ,76-519589,Byblos,1,Female,Saint Georges,whitney.lopez@gmail.com,10
Amber Harris,General Surgeon,"$1,187 ",81-910572,Tripoli,1,Female,General Hospital,amber.harris@gmail.com,5
Brittany George,General Surgeon,$555 ,81-871279,Zahle,1,Female,General Hospital,brittany.george@gmail.com,24
Anthony Costa,Oncologic Surgeon,"$1,353 ",81-909882,Zahle,9,Male,General Hospital,anthony.costa@gmail.com,34
Brenda Brown,Vascular Surgeon,"$1,034 ",71-119665,Aley,4,Female,Aley Medical Center,brenda.brown@gmail.com,10
Brian Black,Cardiothoracic Surgeon,$412 ,76-330442,Baalbek,5,Male,Al Zahraa,brian.black@gmail.com,14
Michelle Mendez,Urologic Surgeon,"$1,151 ",81-973569,Jounieh,10,Male,General Hospital,michelle.mendez@gmail.com,17
Brian Chavez,Vascular Surgeon,$622 ,81-724776,Nabatieh,0,Male,Hammoud Hospital,brian.chavez@gmail.com,28
Michael Lyons,Orthopedic Surgeon,"$1,003 ",71-266995,Baalbek,1,Male,Al Zahraa,michael.lyons@gmail.com,26
Jordan Gomez,General Surgeon,$935 ,81-125529,Nabatieh,4,Male,Al Najda,jordan.gomez@gmail.com,30
Megan Lewis,Cardiothoracic Surgeon,$536 ,81-533253,Baalbek,8,Female,Al Zahraa,megan.lewis@gmail.com,13
Laura Chavez,Plastic Surgeon,$616 ,81-726853,Sidon,10,Female,General Hospital,laura.chavez@gmail.com,26
Darren Hall,Pediatric Surgeon,"$1,304 ",76-343277,Tripoli,5,Male,General Hospital,darren.hall@gmail.com,16
Samantha Gomez,Oncologic Surgeon,$824 ,76-368822,Beirut,7,Female,Najjar,samantha.gomez@gmail.com,18
Steven Greer,Oncologic Surgeon,$805 ,76-438380,Beirut,6,Male,AUBMC,steven.greer@gmail.com,4
Larry Payne,General Surgeon,"$1,414 ",76-940671,Aley,1,Male,Mount Lebanon,larry.payne@gmail.com,2
Kimberly Cannon,General Surgeon,"$1,061 ",71-958418,Jounieh,3,Female,General Hospital,kimberly.cannon@gmail.com,18
Deborah Wright,Urologic Surgeon,$497 ,71-244561,Nabatieh,4,Male,Al Najda,deborah.wright@gmail.com,25
Mark Gordon,Urologic Surgeon,"$1,254 ",81-617436,Tripoli,8,Male,General Hospital,mark.gordon@gmail.com,11
April Taylor,Orthopedic Surgeon,"$1,397 ",76-288573,Jounieh,7,Male,General Hospital,april.taylor@gmail.com,17
Brian Dickerson,Pediatric Surgeon,$656 ,71-340988,Aley,8,Male,Mount Lebanon,brian.dickerson@gmail.com,31
Sara Ray,Orthopedic Surgeon,$998 ,81-785243,Baalbek,3,Female,Dar El Amal,sara.ray@gmail.com,12
Sarah Duncan,Pediatric Surgeon,$729 ,76-193971,Beirut,9,Female,Rafic Hariri,sarah.duncan@gmail.com,22
Lauren Shaw,Orthopedic Surgeon,$659 ,81-143207,Jounieh,8,Female,General Hospital,lauren.shaw@gmail.com,6
Scott Hernandez,Vascular Surgeon,$806 ,76-275749,Jounieh,1,Male,General Hospital,scott.hernandez@gmail.com,30
Paul Bush,Orthopedic Surgeon,"$1,143 ",81-254625,Jounieh,3,Male,General Hospital,paul.bush@gmail.com,26
Danielle Torres,Neurosurgeon,"$1,497 ",81-325463,Beirut,7,Male,AUBMC,danielle.torres@gmail.com,6
Sarah Thomas,General Surgeon,$494 ,71-950474,Aley,8,Female,Aley Medical Center,sarah.thomas@gmail.com,9
Jamie Thomas,Vascular Surgeon,$614 ,71-147734,Tyre,9,Male,General Hospital,jamie.thomas@gmail.com,35
Grace Santos,Oncologic Surgeon,$754 ,71-288233,Tyre,6,Female,General Hospital,grace.santos@gmail.com,13
Joshua Ramirez,Neurosurgeon,$334 ,76-692877,Jounieh,0,Male,General Hospital,joshua.ramirez@gmail.com,30
Veronica Smith,Orthopedic Surgeon,"$1,360 ",76-137481,Zahle,4,Female,General Hospital,veronica.smith@gmail.com,29
David Simpson,Vascular Surgeon,"$1,244 ",81-211874,Byblos,2,Male,Notre Dame de Secours,david.simpson@gmail.com,7
Leonard Coleman,Neurosurgeon,$373 ,81-447736,Jounieh,1,Male,General Hospital,leonard.coleman@gmail.com,16
Jacqueline Stewart,Pediatric Surgeon,"$1,018 ",71-132932,Baalbek,2,Female,Al Zahraa,jacqueline.stewart@gmail.com,18
